customer_id,customer_name,email,registration_date,customer_type
CUST0223,Tanvi Basak,ishani69@example.org,2023-08-21,VIP
CUST0224,Vivaan Shenoy,wishichand@example.net,2024-10-21,PREMIUM
CUST0225,Triya Rajagopalan,upasna83@example.net,2026-03-06,VIP
CUST0226,Jasmit Devi,prasadadvay@example.com,2024-12-25,REGULAR
CUST0227,Benjamin Banerjee,yutikanarayan@example.org,2025-10-19,VIP
CUST0228,Dominic Devi,deoethan@example.net,2025-09-03,VIP
CUST0229,Ubika Saha,sureshmanbir@example.com,2025-09-02,REGULAR
CUST0230,Hemani Doctor,fariqwagle@example.com,2025-02-16,PREMIUM
CUST0231,Xiti Gill,omaja58@example.com,2025-04-28,REGULAR
CUST0232,Sachi Virk,nicholas32@example.net,2024-08-09,REGULAR
CUST0233,Jagrati Lanka,dyalgauri@example.org,2025-12-06,VIP
CUST0234,Harita Sankaran,lsha@example.net,2025-05-28,PREMIUM
CUST0235,Radhika Nagarajan,isharma@example.net,2024-02-18,PREMIUM
CUST0236,Tanish Shere,liam72@example.net,2023-11-27,VIP
CUST0237,Mohammed Shankar,saxenaethan@example.org,2024-07-22,VIP
CUST0238,Yashoda Vaidya,ekaja07@example.org,2024-07-18,REGULAR
CUST0239,Nisha Misra,ynatt@example.net,2024-12-29,VIP
CUST0240,Omkaar Chad,dubebrijesh@example.net,2025-12-31,PREMIUM
CUST0241,Quincy Devi,meera30@example.org,2024-10-16,REGULAR
CUST0242,Neelima Basu,omya74@example.net,2025-09-05,REGULAR
CUST0243,Pratyush Sur,rohankarnik@example.net,2025-09-26,REGULAR
CUST0244,Lila Amble,onveersuri@example.net,2024-12-16,REGULAR
CUST0245,David Kohli,daraxavier@example.org,2025-11-03,VIP
CUST0246,Kashish Bora,cnair@example.net,2026-04-27,REGULAR
CUST0247,Panini Saran,logankorpal@example.net,2026-03-16,VIP
CUST0248,Saanvi Mangat,tristan24@example.org,2024-11-09,VIP
CUST0249,Ethan Morar,misraupadhriti@example.com,2025-12-11,PREMIUM
CUST0250,Manya Desai,xbandi@example.com,2024-02-12,REGULAR
CUST0251,Advika Kumar,yauvanikulkarni@example.net,2023-10-29,REGULAR
CUST0252,Quincy Rau,wapte@example.net,2025-09-27,REGULAR
CUST0253,Chavvi Bhalla,veer61@example.org,2023-09-08,REGULAR
CUST0254,Darpan Shan,advik07@example.net,2024-12-28,VIP
CUST0255,Saanvi Sachar,sdesai@example.net,2023-09-02,REGULAR
CUST0256,Alka Swaminathan,ichadha@example.com,2025-05-03,REGULAR
CUST0257,Chakradev Sagar,tristan00@example.org,2024-04-07,PREMIUM
CUST0258,Vamakshi Sandhu,dasguptafaris@example.org,2026-06-04,VIP
CUST0259,Pooja Walia,sneha02@example.net,2026-06-15,PREMIUM
CUST0260,Gauri Rastogi,chandjasmit@example.org,2023-07-26,VIP
CUST0261,Arya Chawla,zsem@example.org,2026-06-17,PREMIUM
CUST0262,Zilmil Pillai,zbahl@example.com,2024-10-04,VIP
CUST0263,Naksh Basak,nicholas38@example.com,2023-09-06,REGULAR
CUST0264,Pranav Ravel,gardeindali@example.com,2024-11-26,PREMIUM
CUST0265,Yuvraj Gole,hkohli@example.net,2025-05-12,REGULAR
CUST0266,Nicholas Ramachandran,ngupta@example.com,2025-01-08,PREMIUM
CUST0267,Urmi Basu,ira73@example.org,2024-07-04,VIP
CUST0268,Timothy Misra,diptaprabhu@example.org,2024-11-30,REGULAR
CUST0269,Falguni Dass,utkarshroy@example.net,2024-03-22,REGULAR
CUST0270,Neel Karnik,hsabharwal@example.com,2025-11-29,REGULAR
CUST0271,Logan Dhaliwal,qnair@example.com,2025-11-13,PREMIUM
CUST0272,Theodore Rama,darajhalak@example.org,2025-04-24,REGULAR
CUST0273,Devansh Pathak,jparekh@example.org,2026-05-23,REGULAR
CUST0274,Tanmayi Ben,samesh01@example.org,2026-01-02,REGULAR
CUST0275,Qasim Chhabra,kharevictor@example.com,2024-08-14,REGULAR
CUST0276,Aditya Andra,yagneshminhas@example.net,2023-08-06,PREMIUM
CUST0277,Chameli Nagy,sanghavivaan@example.org,2026-03-23,PREMIUM
CUST0278,Saumya Kadakia,ranagarima@example.org,2023-10-30,PREMIUM
CUST0279,Rudra Batta,radhavenkataraman@example.com,2024-01-11,VIP
CUST0280,Harish Ahuja,gabavedika@example.com,2025-07-29,REGULAR
CUST0281,Veda Doctor,savantwaida@example.org,2024-03-20,VIP
CUST0282,Aarini Shetty,apingle@example.net,2024-10-16,REGULAR
CUST0283,Faras Yohannan,radhagill@example.com,2024-11-06,PREMIUM
CUST0284,Bhavini Mane,sundaramadweta@example.com,2024-01-07,PREMIUM
CUST0285,Dayita Gour,rajeshriarya@example.net,2025-11-19,VIP
CUST0286,Udant Bath,qpillai@example.net,2025-02-02,VIP
CUST0287,Yashodhara Jha,indali94@example.net,2024-06-26,PREMIUM
CUST0288,Patrick Bail,oagrawal@example.net,2026-02-20,PREMIUM
CUST0289,Hemang Handa,frederickpatel@example.com,2026-02-23,PREMIUM
CUST0290,Yadavi Patla,cchowdhury@example.org,2025-08-16,VIP
CUST0291,Chandani Bal,laksh21@example.com,2025-03-20,VIP
CUST0292,Gopal Guha,widisha31@example.net,2023-10-24,PREMIUM
CUST0293,Urvi Sidhu,tjohal@example.com,2025-09-08,VIP
CUST0294,Brijesh Mahal,bhavika59@example.com,2024-10-09,PREMIUM
CUST0295,Baghyawati Wason,bissac@example.net,2023-10-21,VIP
CUST0296,Shaurya Oommen,nachiket11@example.com,2025-05-22,VIP
CUST0297,Maanas Mahajan,caleb75@example.net,2024-11-09,PREMIUM
CUST0298,Eta Bhalla,vincentmajumdar@example.net,2023-09-04,PREMIUM
CUST0299,Daksh Yogi,agarwalidika@example.org,2025-01-30,REGULAR
CUST0300,Patrick Bora,ysidhu@example.org,2024-01-09,PREMIUM
CUST0301,Eta Toor,girishmukherjee@example.com,2024-03-23,PREMIUM
CUST0302,Triveni Vig,yatinroy@example.org,2024-04-19,PREMIUM
CUST0303,Mohini Sibal,prishadeshmukh@example.org,2025-11-25,REGULAR
CUST0304,Gautam Suresh,veer10@example.com,2023-12-07,VIP
CUST0305,Fitan Virk,watika88@example.net,2026-06-13,PREMIUM
CUST0306,Bhavani Swaminathan,ede@example.com,2026-03-18,REGULAR
CUST0307,Jack Kibe,cheemanimrat@example.net,2024-10-07,VIP
CUST0308,Yutika Sarma,oshayogi@example.net,2023-07-14,REGULAR
CUST0309,Ojas Shankar,qpau@example.org,2024-04-24,REGULAR
CUST0310,Kabir Pal,suraqarin@example.org,2025-02-01,VIP
CUST0311,Jeevika Dhillon,madhav96@example.net,2025-11-07,REGULAR
CUST0312,Qabil Zachariah,takdevika@example.com,2024-10-08,REGULAR
CUST0313,Charles Kala,rakshamukhopadhyay@example.net,2024-03-22,REGULAR
CUST0314,Shivani Mander,rishinatarajan@example.com,2024-05-12,PREMIUM
CUST0315,Manbir Tandon,ijayaravel@example.net,2025-09-05,REGULAR
CUST0316,Ayaan Merchant,yashodhara51@example.org,2024-08-07,VIP
CUST0317,Aarna Narasimhan,om05@example.com,2023-12-04,REGULAR
CUST0318,Meera Narula,xavier97@example.org,2024-02-22,REGULAR
CUST0319,Upkaar Nazareth,chameli33@example.net,2025-01-27,PREMIUM
CUST0320,Tejas Madan,ozaidika@example.com,2026-07-13,PREMIUM
CUST0321,Aditya Bhat,dhruv25@example.org,2023-08-23,VIP
CUST0322,Laban Jhaveri,benkrisha@example.com,2023-09-16,VIP
CUST0323,Jhalak Acharya,cboase@example.com,2025-03-29,VIP
CUST0324,Arunima Vohra,perijanya@example.com,2025-11-18,VIP
CUST0325,Harsh Ray,jaggarwal@example.org,2025-12-11,VIP
CUST0326,Thomas Parmer,manikala@example.org,2024-11-06,REGULAR
CUST0327,Jhalak Setty,aarush21@example.org,2025-10-30,VIP
CUST0328,Kamya Ghose,farhan61@example.com,2023-10-12,PREMIUM
CUST0329,Edhitha Kibe,harinakshichander@example.org,2026-06-03,VIP
CUST0330,Devansh Narayanan,bhavikaboase@example.com,2025-07-22,VIP
CUST0331,Leela Sachdev,david41@example.com,2024-08-06,REGULAR
CUST0332,Max Basu,dhritijhaveri@example.org,2025-05-01,PREMIUM
CUST0333,Geetika Goswami,rehaannaidu@example.org,2025-07-16,PREMIUM
CUST0334,Aahana Gour,patrick81@example.com,2024-05-21,PREMIUM
CUST0335,Raagini Bora,chaudharihritik@example.net,2026-04-03,PREMIUM
CUST0336,Anamika Kapadia,hchaudhry@example.com,2024-02-05,VIP
CUST0337,Vansha Mohanty,chaitanya49@example.net,2025-04-01,PREMIUM
CUST0338,Tejas Manda,ethan34@example.org,2025-05-29,VIP
CUST0339,Onkar Mahal,qbali@example.net,2023-10-01,PREMIUM
CUST0340,Maanav Sani,shenoyfariq@example.com,2025-11-10,VIP
CUST0341,Jeremiah Bhatti,rgrewal@example.org,2023-09-19,PREMIUM
CUST0342,Edhitha Barman,rushilgarg@example.com,2024-04-02,REGULAR
CUST0343,Irya Chandran,mohantyekaraj@example.org,2026-03-02,PREMIUM
CUST0344,Karan Sha,ymallick@example.com,2023-08-23,PREMIUM
CUST0345,Ikbal Grewal,nirja48@example.org,2024-03-31,VIP
CUST0346,Ekaraj Raja,memonchampak@example.com,2025-03-24,REGULAR
CUST0347,Bhavya Prakash,lprabhu@example.org,2024-05-16,PREMIUM
CUST0348,Jack Sibal,rayaansaraf@example.org,2026-04-02,REGULAR
CUST0349,Nathaniel Baral,niharika61@example.com,2025-11-14,PREMIUM
CUST0350,Jagat Reddy,champakvala@example.net,2023-12-17,VIP
CUST0351,Karan Jha,eta53@example.com,2024-07-03,PREMIUM
CUST0352,Watika Comar,thakurlaban@example.net,2023-11-10,VIP
CUST0353,Bakhshi Salvi,oscarsharma@example.com,2025-12-26,REGULAR
CUST0354,Nikita Dhawan,gauravraman@example.org,2023-09-03,PREMIUM
CUST0355,Tejas Parikh,pranitdua@example.com,2025-02-02,REGULAR
CUST0356,Chandran Krish,varghesejhalak@example.com,2025-04-18,VIP
CUST0357,Harinakshi Issac,yutikabakshi@example.org,2025-10-08,PREMIUM
CUST0358,Gaurav Seshadri,srinivasalexander@example.net,2024-07-30,REGULAR
CUST0359,Thomas Palla,logan56@example.com,2026-01-06,PREMIUM
CUST0360,Yug Kant,sahotaanita@example.net,2026-04-19,PREMIUM
CUST0361,Falak Mody,janipraneel@example.com,2024-11-13,PREMIUM
CUST0362,Nimrat Randhawa,usane@example.com,2023-10-26,VIP
CUST0363,Brijesh Karnik,fbarad@example.net,2024-11-04,VIP
CUST0364,Max Goyal,fiyazsetty@example.org,2025-04-30,PREMIUM
CUST0365,Aarush Mall,ladliviswanathan@example.net,2024-05-13,PREMIUM
CUST0366,Ridhi Soni,gbali@example.org,2026-05-09,REGULAR
CUST0367,Ayush Saxena,priyawable@example.com,2025-05-10,REGULAR
CUST0368,Baljiwan Chakraborty,dlanka@example.org,2023-11-19,VIP
CUST0369,Zehaan Devan,yadavi28@example.net,2024-08-31,VIP
CUST0370,Girindra Rana,obhargava@example.net,2023-10-03,REGULAR
