customer_id,customer_name,email,registration_date,customer_type
CUST0048,Zilmil Sangha,radhakrishnanisaac@example.org,2024-02-08,VIP
CUST0049,Gauri Sane,kashyaprayaan@example.net,2024-04-14,PREMIUM
CUST0050,Watika Pandit,jdhingra@example.net,2026-04-28,VIP
CUST0051,Chaaya Pall,ynarain@example.org,2025-02-23,PREMIUM
CUST0052,Hemangini Walla,amrutakannan@example.com,2023-11-19,PREMIUM
CUST0053,Daniel Toor,devanshganesan@example.org,2025-04-11,PREMIUM
CUST0054,Simon Chaudry,dinoscar@example.com,2025-09-08,REGULAR
CUST0055,Indali Kumar,devanshacharya@example.net,2024-04-16,REGULAR
CUST0056,Vrinda Natt,tnarayanan@example.com,2025-01-05,REGULAR
CUST0057,Aarush Balasubramanian,anitahayer@example.org,2023-10-25,REGULAR
CUST0058,Laksh Lad,fsachdev@example.net,2025-11-20,PREMIUM
CUST0059,Oni Jha,darsh36@example.net,2025-08-21,PREMIUM
CUST0060,Ansh Mitter,kohlipavani@example.org,2024-08-27,PREMIUM
CUST0061,Indali Subramaniam,royaayush@example.com,2025-06-02,VIP
CUST0062,Chavvi Sarkar,aachalkapur@example.com,2023-12-30,REGULAR
CUST0063,Vasatika Bal,patlaranbir@example.com,2024-09-20,REGULAR
CUST0064,Advay Suri,ishwarloke@example.com,2024-08-18,VIP
CUST0065,Imaran Mander,kabir59@example.net,2024-01-12,VIP
CUST0066,Libni Choudhury,swamydakshesh@example.org,2025-10-30,PREMIUM
CUST0067,Widisha Sarraf,sankarvaishnavi@example.com,2024-02-14,PREMIUM
CUST0068,Panini Kohli,ladli87,2024-04-15,VIP
CUST0069,Harini Borah,pswaminathan@example.net,2024-05-13,VIP
CUST0070,Yadavi Barman,binabalakrishnan@example.net,2024-03-12,VIP
CUST0071,Udarsh Natarajan,vdutt@example.com,2025-06-01,VIP
CUST0072,Utkarsh Shetty,abhirammandal@example.net,2025-06-03,VIP
CUST0073,Wishi Gopal,lmishra@example.com,2024-10-20,REGULAR
CUST0074,Ranveer Apte,tdevi@example.net,2026-04-05,REGULAR
CUST0075,Saksham Char,suhanishenoy@example.net,2024-02-29,VIP
CUST0076,Odika Parikh,uppalaadi@example.com,2026-02-13,VIP
CUST0077,Avi Salvi,agatewarhi@example.net,2024-05-01,REGULAR
CUST0078,Ekanta Andra,daswatika@example.com,2023-12-24,PREMIUM
CUST0079,Yatin Nadkarni,urmi98@example.com,2023-12-07,PREMIUM
CUST0080,Sneha Chopra,narayananucchal@example.com,2024-07-30,REGULAR
CUST0081,Devika Maharaj,karnikzashil@example.com,2023-11-19,REGULAR
CUST0082,Champak Borra,chandresh42@example.net,2026-05-13,PREMIUM
CUST0083,Omisha Goyal,shravyanath@example.net,2025-01-01,VIP
CUST0084,Gagan Dalal,shettyanmol@example.net,2023-07-17,REGULAR
CUST0085,Omaja Cheema,bkalla@example.net,2024-08-11,VIP
CUST0086,Maanas Arora,wkamdar@example.net,2025-11-01,VIP
CUST0087,Eshana Raj,hritik79@example.com,2024-05-20,PREMIUM
CUST0088,Saanvi Suresh,hema19@example.net,2024-11-02,VIP
CUST0089,Vidhi Krish,lmallick@example.com,2025-01-19,VIP
CUST0090,Inaya Sane,maneaarna@example.net,2025-10-08,PREMIUM
CUST0091,Nakul Konda,udantradhakrishnan@example.net,2025-11-19,VIP
CUST0092,Yashawini Raju,qnair@example.com,2026-02-05,PREMIUM
CUST0093,Michael Vora,lsarin@example.net,2025-10-21,PREMIUM
CUST0094,Advika Sama,jalsaprabhakar@example.org,2024-08-16,REGULAR
CUST0095,Nihal Taneja,hparikh@example.net,2026-03-28,REGULAR
CUST0096,Advik Kumer,chatterjeepavani@example.org,2025-06-13,REGULAR
CUST0097,Meghana Chadha,nirja62@example.net,2025-04-07,REGULAR
CUST0098,Ishwar Chander,khalsayauvani@example.org,2026-04-26,VIP
CUST0099,Xalak Mallick,netravarty@example.org,2026-04-13,REGULAR
CUST0100,Maanav Nath,christopherbobal@example.org,2025-07-19,PREMIUM
CUST0101,Kai Uppal,xbatra@example.com,2024-08-01,REGULAR
CUST0102,Osha Sethi,zarnapant@example.org,2024-03-17,PREMIUM
CUST0103,Aadi Bose,akshaydhillon@example.com,2023-10-07,REGULAR
CUST0104,Champak Dora,raghav43@example.net,2024-03-05,VIP
CUST0105,Jalsa Bajaj,braja@example.org,2024-12-24,REGULAR
CUST0106,Urmi Ghosh,yochanadeshmukh@example.com,2025-12-16,PREMIUM
CUST0107,Henry Rastogi,guptavedhika@example.org,2024-03-03,REGULAR
CUST0108,Ijaya Bandi,badamivedika@example.org,2023-08-04,PREMIUM
CUST0109,Anamika Bahri,kiaanluthra@example.net,2023-09-09,PREMIUM
CUST0110,Vyanjana Dewan,owen07@example.org,2023-08-03,REGULAR
CUST0111,Nihal Gill,kothariganga@example.org,2026-01-14,VIP
CUST0112,Rishi Pandya,shethrachana@example.org,2026-06-03,PREMIUM
CUST0113,Sai Johal,vasudhachakraborty@example.net,2026-04-26,REGULAR
CUST0114,Girik Behl,gunbir57@example.com,2024-12-02,REGULAR
CUST0115,Nitara Seshadri,ayushbhatt@example.net,2023-11-06,REGULAR
CUST0116,Maanav Madan,chaturabose@example.net,2025-09-13,PREMIUM
CUST0117,Qarin Parikh,tanveervora@example.net,2024-08-19,REGULAR
CUST0118,Gaurangi Som,tripti51@example.com,2023-12-29,VIP
CUST0119,Yashvi Dayal,harshdugar@example.com,2023-12-12,VIP
CUST0120,Tejas Pau,mangatguneet@example.net,2023-09-28,REGULAR
CUST0121,Divya Anne,mandchakradhar@example.org,2025-05-19,REGULAR
CUST0122,Ranbir Kale,rchopra@example.org,2025-07-09,PREMIUM
CUST0123,Krish Soman,yatin98@example.net,2024-11-03,PREMIUM
CUST0124,Arjun Tata,chaaya11@example.com,2024-05-31,REGULAR
CUST0125,Omisha Suresh,peter43@example.net,2025-09-16,PREMIUM
CUST0126,Chandani Gala,harish53@example.org,2024-03-29,PREMIUM
CUST0127,Faraj Dua,mahalimaran@example.net,2025-10-18,VIP
CUST0128,Finn Pathak,shravyazacharia@example.net,2023-10-22,VIP
CUST0129,Advika Bail,jjayaraman@example.com,2023-09-13,PREMIUM
CUST0130,Wahab Chahal,comarlakshit@example.org,2026-04-28,PREMIUM
CUST0131,Yuvraj Kumer,jyoti41@example.com,2024-12-29,REGULAR
CUST0132,Keya Sahni,nikitadayal@example.com,2023-11-03,VIP
CUST0133,Arunima Luthra,irajagopalan@example.net,2026-05-19,PREMIUM
CUST0134,Lajita Johal,theodorepadmanabhan@example.org,2023-08-16,VIP
CUST0135,Rachit Patla,bdalal@example.org,2024-03-28,VIP
CUST0136,Vivaan Chakrabarti,sibaljeevika@example.com,2026-03-22,VIP
CUST0137,Balendra Chad,dtrivedi@example.com,2025-10-25,REGULAR
CUST0138,Warhi Rama,gavin09@example.org,2025-03-02,REGULAR
CUST0139,Gabriel Prabhu,ekalinga31@example.org,2024-02-15,REGULAR
CUST0140,Pushti Ramesh,champak65@example.org,2025-11-18,VIP
CUST0141,Daksha Oommen,ibhagat@example.net,2025-02-28,VIP
CUST0142,Zaid Dua,sramaswamy@example.org,2025-04-08,REGULAR
CUST0143,Ishita Sridhar,saneranveer@example.com,2025-04-21,VIP
CUST0144,Sai Shenoy,modiradha@example.net,2026-03-22,PREMIUM
CUST0145,Balveer Mahajan,elijah31@example.org,2023-09-06,REGULAR
CUST0146,Jason Venkatesh,toza@example.org,2024-01-18,PREMIUM
CUST0147,Geetika Bath,sapte@example.org,2024-08-06,PREMIUM
CUST0148,Manthan Bail,gourxalak@example.net,2023-09-05,VIP
CUST0149,Ekantika Bir,raoishwar@example.net,2025-01-30,PREMIUM
CUST0150,Janya Raval,chakradevchadha@example.com,2025-11-07,REGULAR
CUST0151,Qabil Mukhopadhyay,luke57,2026-01-16,VIP
CUST0152,Rajata Lad,chandran43@example.org,2024-04-14,REGULAR
CUST0153,Alexander Saini,vrishtigaba@example.com,2024-06-01,VIP
CUST0154,Kritika Mahal,lajita02@example.org,2026-07-05,PREMIUM
CUST0155,Mugdha Rattan,banerjeeoviya@example.net,2023-11-10,REGULAR
CUST0156,Charita Dubey,yash06@example.org,2026-07-10,REGULAR
CUST0157,Rudra Shukla,merchantishwar@example.net,2025-08-22,VIP
CUST0158,Kavya Koshy,vasudhaparsa@example.net,2026-06-22,VIP
CUST0159,Jeremiah Sharma,qabil21@example.org,2024-05-28,VIP
CUST0160,Nikita Mistry,daksha33@example.net,2025-04-18,VIP
CUST0161,Netra Warrior,gmurty@example.org,2026-02-08,PREMIUM
CUST0162,Rachana Misra,dmani@example.net,2024-02-13,REGULAR
CUST0163,Jagdish Bajaj,qraju@example.com,2023-09-01,REGULAR
CUST0164,Azaan Mane,ekalinga73@example.org,2025-12-26,REGULAR
CUST0165,Sathvik Pandit,xwadhwa@example.com,2025-08-27,REGULAR
CUST0166,Brinda Sunder,ishroff@example.net,2025-03-18,VIP
CUST0167,Suhani Chopra,adyasani@example.com,2025-10-07,PREMIUM
CUST0168,Aarini Batta,udyatikulkarni@example.net,2026-03-06,VIP
CUST0169,Kala Om,bhattifalan@example.net,2024-06-09,VIP
CUST0170,Tanvi Sharma,banerjeetimothy@example.net,2024-02-18,REGULAR
CUST0171,Darsh Raghavan,kvarughese@example.org,2024-01-19,PREMIUM
CUST0172,Leena Krishnan,harishdutt@example.net,2024-07-30,REGULAR
CUST0173,Anmol Ratta,arunimagandhi,2025-08-03,VIP
CUST0174,Zehaan Mangat,lkamdar@example.net,2024-10-22,REGULAR
CUST0175,Alexander Chad,varenya03@example.com,2025-04-14,VIP
CUST0176,Amrita Hegde,bnarayanan@example.org,2024-05-19,VIP
CUST0177,Harish Dhawan,zcharexample.net,2025-06-20,VIP
CUST0178,Abha Modi,gaurichokshi@example.org,2024-09-15,VIP
CUST0179,Chandran Sami,yauvani14@example.net,2025-03-20,PREMIUM
CUST0180,Tristan Ghose,amalhotra@example.net,2026-04-27,REGULAR
CUST0181,Chasmum Raghavan,saksham89@example.org,2024-11-27,REGULAR
CUST0182,Chandran Menon,vasatikachad@example.net,2025-07-21,REGULAR
CUST0183,Upasna Bhatt,sdoctor@example.org,2025-12-04,REGULAR
CUST0184,Gautam Bawa,natarajanomisha@example.org,2026-02-13,VIP
CUST0185,Kala Mahal,chaudharidalbir@example.net,2024-09-26,VIP
CUST0186,Ojasvi Puri,inayamand@example.net,2025-07-28,PREMIUM
CUST0187,Omisha Hora,sundaramchandran@example.com,2026-06-17,VIP
CUST0188,Xalak Raval,nitara09@example.com,2026-03-12,REGULAR
CUST0189,Manbir Tripathi,tdewan@example.com,2024-10-22,REGULAR
CUST0190,Darpan Anand,abeer95@example.net,2025-10-13,REGULAR
CUST0191,Aryan Saraf,usankaran@example.org,2026-05-09,PREMIUM
CUST0192,Yasti Raman,odate@example.net,2023-11-03,PREMIUM
CUST0193,Maya Biswas,sanyakrish@example.net,2023-08-27,VIP
CUST0194,Laksh Agate,yadavi32@example.net,2024-12-09,PREMIUM
CUST0195,Ayushman Luthra,kbalakrishnan@example.com,2024-04-28,VIP
CUST0196,Krisha Nori,nathaniel15@example.org,2023-08-03,REGULAR
CUST0197,Megha Hans,darasathvik@example.com,2025-11-08,REGULAR
CUST0198,Aahana Luthra,mwalla@example.com,2023-10-08,PREMIUM
CUST0199,Caleb Nagar,anya98@example.net,2025-11-30,REGULAR
CUST0200,Niharika Sankar,bhardwajshaurya@example.com,2023-09-18,VIP
CUST0201,Dalaja Golla,waglerajata@example.org,2025-07-01,PREMIUM
CUST0202,Vedika Nanda,harrisonmukhopadhyay@example.org,2024-03-24,REGULAR
CUST0203,Bahadurjit Bedi,aadigade@example.org,2023-10-11,PREMIUM
CUST0204,Warda Grewal,hemabajwa@example.org,2026-01-10,VIP
CUST0205,Siya Dewan,abdul93@example.org,2026-06-13,VIP
CUST0206,Bachittar Sachdeva,ckota@example.org,2023-07-14,REGULAR
CUST0207,Mohini Vaidya,elijah70@example.com,2023-11-17,PREMIUM
CUST0208,Varenya Chad,uparekh@example.net,2025-04-05,PREMIUM
CUST0209,Ladli Sha,udas@example.com,2024-04-01,VIP
CUST0210,Shaurya Walla,girindra62@example.com,2024-09-25,VIP
CUST0211,Warjas Trivedi,anshraj@example.org,2025-12-18,PREMIUM
CUST0212,Isha Panchal,anaypanchal@example.net,2026-03-11,VIP
CUST0213,Chatura Bhagat,behlhemang@example.net,2023-11-16,VIP
CUST0214,Upadhriti Venkataraman,janya09@example.org,2023-10-13,REGULAR
CUST0215,Ekapad Padmanabhan,varya@example.com,2025-08-31,REGULAR
CUST0216,Amol Rao,nidhi35@example.org,2026-01-23,VIP
CUST0217,Christopher Gade,rbava@example.com,2025-11-05,VIP
CUST0218,Kevin Sur,wchadha@example.com,2024-10-13,REGULAR
CUST0219,Bhavini Bail,vigrachit@example.net,2025-08-16,REGULAR
CUST0220,Eesha Golla,fkhalsa@example.net,2024-11-03,PREMIUM
CUST0221,Praneel Chowdhury,ishanvidayal@example.com,2026-01-13,VIP
CUST0222,Samar Khatri,nachiketchaudry@example.net,2023-07-18,VIP
CUST0223,Dipta Tiwari,vshenoy@example.org,2024-09-13,VIP
CUST0224,Gaurang Dhawan,mitalsaksham@example.com,2026-02-18,PREMIUM
CUST0225,Triya Pau,goladarsh@example.net,2026-05-24,VIP
CUST0226,Isha Sahni,mallickadvika@example.net,2024-01-17,REGULAR
CUST0227,Jackson Walia,balabimala@example.org,2025-10-25,VIP
CUST0228,Ayushman Prakash,saidutta@example.com,2023-09-23,VIP
CUST0229,Aachal Sundaram,anyaprasad@example.com,2024-03-23,REGULAR
CUST0230,Advay Sandal,shivani26@example.org,2026-02-24,PREMIUM
CUST0231,Anirudh Mutti,jeremiah32@example.org,2023-08-31,REGULAR
CUST0232,Guneet Oommen,yparikh@example.net,2025-05-24,REGULAR
CUST0233,Siya Lala,ebanerjee@example.com,2025-08-03,VIP
CUST0234,Yoshita Pandit,hamsinimahajan@example.org,2025-08-27,PREMIUM
CUST0235,Amruta Reddy,lkrishna@example.net,2025-09-12,PREMIUM
CUST0236,Veer Som,arya79@example.org,2024-10-22,VIP
CUST0237,Pranav Agrawal,unnati39@example.org,2023-11-19,VIP
CUST0238,Yash Mangal,fsarin@example.org,2024-11-17,REGULAR
CUST0239,Faqid Srinivas,danikabir@example.com,2026-07-12,VIP
CUST0240,Yashvi Palla,patlaomkaar@example.org,2025-07-16,PREMIUM
CUST0241,Gunbir Kant,yug75@example.net,2023-11-19,REGULAR
CUST0242,Jyoti Sahota,gaurika60@example.org,2024-03-09,REGULAR
CUST0243,Tanay Basak,prishamane@example.net,2024-10-03,REGULAR
CUST0244,Jeet Krish,onarain@example.org,2024-01-01,REGULAR
CUST0245,Tanmayi Pall,xbalay@example.org,2025-05-27,VIP
CUST0246,Tanish Wali,edora@example.org,2023-11-29,REGULAR
CUST0247,Bachittar Verma,timothysamra@example.org,2025-11-04,VIP
CUST0248,Aishani Sarma,panini10@example.com,2023-12-05,VIP
CUST0249,Siddharth Korpal,chaaya36@example.com,2024-10-29,PREMIUM
CUST0250,Michael Seth,painilima@example.com,2024-07-14,REGULAR
CUST0251,Falan Andra,balasubramanianfariq@example.com,2026-02-21,REGULAR
CUST0252,Rayaan Contractor,hema98@example.net,2025-01-12,REGULAR
CUST0253,Falak Ganesh,yadavirao@example.net,2023-09-15,REGULAR
CUST0254,Tejas Mohan,nchacko@example.net,2026-01-19,VIP
CUST0255,Rajeshri Chaudhuri,golekai@example.com,2023-09-06,REGULAR
CUST0256,Faqid Kothari,harshilthakkar@example.com,2024-01-22,REGULAR
CUST0257,Simon Kumer,jonathanedwin@example.net,2025-12-26,PREMIUM
CUST0258,Luke Pathak,deepasaxena@example.org,2023-08-24,VIP
CUST0259,Aayush Datta,abhimanyuom@example.net,2026-04-10,PREMIUM
CUST0260,Girish Parsa,janani10@example.org,2026-04-04,VIP
CUST0261,Raagini Goswami,upmaaggarwal@example.org,2024-03-19,PREMIUM
CUST0262,Charles Gala,cchakrabarti@example.com,2025-07-22,VIP
CUST0263,Osha Pau,ubatta@example.net,2026-04-15,REGULAR
CUST0264,Mahika Shere,rajeshrilanka@example.net,2026-04-10,PREMIUM
CUST0265,Shivani Sachdev,prabhurajeshri@example.net,2025-02-19,REGULAR
CUST0266,Zashil Kapoor,vedant58@example.org,2026-01-19,PREMIUM
CUST0267,Kamya Padmanabhan,kabir02@example.com,2023-07-21,VIP
CUST0268,Chaitanya Batta,simon83@example.net,2025-12-11,REGULAR
CUST0269,Udant Virk,vwarrior@example.com,2026-05-23,REGULAR
CUST0270,Quincy Narang,forum28@example.org,2024-05-08,REGULAR
CUST0271,Samesh Gokhale,keerniharika@example.com,2024-04-26,PREMIUM
CUST0272,Barkha Swamy,fsekhon@example.net,2025-01-15,REGULAR
CUST0273,Kai Hayre,obobal@example.org,2025-03-23,REGULAR
CUST0274,Faraj Dayal,rudrayohannan@example.com,2026-03-06,REGULAR
CUST0275,Tejas Babu,chalder@example.net,2024-02-12,REGULAR
CUST0276,Rachana Prasad,harinichana@example.net,2026-07-13,PREMIUM
CUST0277,Kashvi Gokhale,wridesh83@example.net,2024-03-25,PREMIUM
CUST0278,Manthan Kibe,apteoviya@example.net,2026-02-16,PREMIUM
CUST0279,Divya Jayaraman,zmanne@example.net,2023-11-18,VIP
CUST0280,Vanya Sachdeva,eprasad@example.com,2023-07-26,REGULAR
CUST0281,Odika Bahri,korpalbalvan@example.org,2025-11-07,VIP
CUST0282,Ati Swamy,samar26@example.net,2026-02-06,REGULAR
CUST0283,Suhani Bobal,nagarlila@example.net,2025-10-09,PREMIUM
CUST0284,Ucchal Bassi,sbhat@example.org,2025-08-31,PREMIUM
CUST0285,Bhavani Sen,carya@example.net,2026-02-23,VIP
CUST0286,Riya Trivedi,gaurangbumb@example.com,2025-06-27,VIP
CUST0287,Sai Lalla,singhvritti@example.net,2026-07-08,PREMIUM
CUST0288,Jai Chand,fariq86@example.com,2026-02-10,PREMIUM
CUST0289,Nisha Dugar,andravasudha@example.net,2023-08-03,PREMIUM
CUST0290,Hema Mammen,krishnamurthykritika@example.com,2023-11-29,VIP
CUST0291,Chandresh Bora,falansarma@example.org,2023-08-20,VIP
CUST0292,Abdul Brahmbhatt,xkota@example.org,2024-09-22,PREMIUM
CUST0293,Wahab Warrior,raksha13@example.net,2024-02-25,VIP
CUST0294,Netra Mody,reyansh59@example.com,2023-10-26,PREMIUM
CUST0295,Adweta Mahajan,gadegarima@example.org,2025-08-05,VIP
CUST0296,Daksh Kibe,mittervarenya@example.com,2025-06-23,VIP
CUST0297,Tarak Bali,ekrishna@example.com,2025-06-16,PREMIUM
CUST0298,Indrajit Sanghvi,iryaloyal@example.net,2025-08-26,PREMIUM
CUST0299,Mohammed Bal,nehachana@example.org,2026-02-10,REGULAR
CUST0300,Yamini Dalal,ycontractor@example.com,2023-12-21,PREMIUM
CUST0301,Chakrika Murthy,varughesesudiksha@example.net,2025-10-15,PREMIUM
CUST0302,Chaitaly Barman,warhi40@example.net,2023-09-12,PREMIUM
CUST0303,Devika Hari,vinayachauhan@example.org,2025-07-24,REGULAR
CUST0304,Ati Bains,isathe@example.net,2025-04-19,VIP
CUST0305,Aarav Suresh,urvimallick@example.org,2024-05-10,PREMIUM
CUST0306,Aarnav Sule,yrau@example.com,2025-06-14,REGULAR
CUST0307,Owen Singh,isaiah13@example.com,2024-09-02,VIP
CUST0308,Pranav Majumdar,cbajaj@example.org,2023-09-04,REGULAR
CUST0309,Divya Bava,sankaromkaar@example.com,2024-01-08,REGULAR
CUST0310,Gagan Mutti,ekalinga23@example.org,2025-06-25,VIP
CUST0311,Alka Ratta,singhdominic@example.net,2024-07-23,REGULAR
CUST0312,Abhiram Wason,lilasingh@example.com,2023-08-06,REGULAR
CUST0313,Anjali Pingle,aashiraman@example.org,2024-10-14,REGULAR
CUST0314,Jalsa Dixit,yuvrajkrishna@example.com,2026-05-20,PREMIUM
CUST0315,Diya Bava,charita68@example.com,2026-02-05,REGULAR
CUST0316,Jackson Brahmbhatt,luthraishanvi@example.org,2024-06-24,VIP
CUST0317,Arin Ahuja,adityamann@example.net,2023-09-17,REGULAR
CUST0318,Aditya Rama,urvibansal@example.com,2024-03-24,REGULAR
CUST0319,Wakeeta Kalla,yochanamammen@example.org,2024-08-09,PREMIUM
CUST0320,Hardik Sule,nigamladli@example.com,2024-07-09,PREMIUM
CUST0321,Anamika Chatterjee,psaran@example.com,2026-05-16,VIP
CUST0322,Jackson Sanghvi,jvirk@example.com,2025-05-13,VIP
CUST0323,Zehaan Gaba,fchana@example.org,2025-12-13,VIP
CUST0324,Ronith Raval,sastrywishi@example.net,2025-04-05,VIP
CUST0325,Patrick Sant,peterpal@example.org,2024-09-29,VIP
CUST0326,Yadavi Murthy,borradipta@example.net,2023-11-19,REGULAR
CUST0327,Vanya Nazareth,xvarghese@example.org,2026-04-28,VIP
CUST0328,Ati Subramanian,darsh59@example.com,2026-06-24,PREMIUM
CUST0329,Teerth Sodhi,yatan42@example.com,2025-03-13,VIP
CUST0330,Qushi Warrior,aradhanagulati@example.org,2023-08-03,VIP
CUST0331,Reva Borra,ployal@example.net,2025-11-26,REGULAR
CUST0332,Jack Wali,nazarethchameli@example.org,2025-07-09,PREMIUM
CUST0333,Adweta Narain,sdewan@example.net,2026-04-20,PREMIUM
CUST0334,Michael Andra,gauravshenoy@example.org,2023-07-31,PREMIUM
CUST0335,Urishilla Kamdar,jroy@example.net,2025-10-09,PREMIUM
CUST0336,Quincy Hans,sakshamgera@example.net,2024-03-30,VIP
CUST0337,Raagini Chand,macharya@example.net,2023-11-27,PREMIUM
CUST0338,Siya Om,vermaishwar@example.com,2024-10-08,VIP
CUST0339,Laksh Narasimhan,sdhillon@example.org,2025-05-16,PREMIUM
CUST0340,Yashawini Sami,vdeshpande@example.org,2024-05-04,VIP
CUST0341,Yatan Dhar,sanayamahal@example.net,2026-03-20,PREMIUM
CUST0342,Eshana Vora,gandra@example.com,2025-04-13,REGULAR
CUST0343,Aadhya Reddy,swaminathanjanya@example.net,2025-06-06,PREMIUM
CUST0344,Balendra Natarajan,paninisarin@example.org,2025-05-24,PREMIUM
CUST0345,Zaitra Zachariah,hlata@example.com,2023-08-21,VIP
CUST0346,Harrison Arora,harinakshi27@example.com,2026-05-13,REGULAR
CUST0347,Waida Dhar,basuindira@example.net,2026-02-04,PREMIUM
CUST0348,Andrew Nayak,urmi61@example.net,2025-01-02,REGULAR
CUST0349,Qushi Dhillon,daksha62@example.org,2025-08-12,PREMIUM
CUST0350,Januja Minhas,forumtata@example.org,2025-12-06,VIP
CUST0351,Dev Boase,rattanarin@example.org,2025-10-27,PREMIUM
CUST0352,Tripti Ghosh,roymanya@example.com,2025-06-25,VIP
CUST0353,Nathaniel Patel,ikballala@example.org,2026-07-03,REGULAR
CUST0354,Nikita Shere,ayaanpatla@example.org,2025-12-09,PREMIUM
CUST0355,Darika Wable,karakai@example.org,2026-05-04,REGULAR
CUST0356,Alka Edwin,abhimanyu90@example.net,2023-12-29,VIP
CUST0357,Oeshi Sathe,prashadekavir@example.com,2023-10-18,PREMIUM
CUST0358,Kabir Bhandari,pandithiral@example.com,2025-02-08,REGULAR
CUST0359,Nirja Narayanan,ithakkar@example.org,2023-10-23,PREMIUM
CUST0360,Harish Hari,tataaarush@example.com,2025-01-24,PREMIUM
CUST0361,Bhavna Radhakrishnan,bchaudhary@example.net,2025-04-19,PREMIUM
CUST0362,Vritti Mammen,gaurika63@example.org,2024-08-19,VIP
CUST0363,Yochana Chakrabarti,dkhurana@example.net,2024-07-18,VIP
CUST0364,Ekanta Sahota,kharesamar@example.com,2024-12-14,PREMIUM
CUST0365,Ansh Krishna,guhaisaac@example.com,2024-06-24,PREMIUM
CUST0366,Rohan Randhawa,girishshanker@example.net,2025-11-02,REGULAR
CUST0367,Aayush Khurana,darikamaharaj@example.net,2024-01-04,REGULAR
CUST0368,Vyanjana Bir,udantsha@example.com,2025-10-05,VIP
CUST0369,Umang Sama,viswanathanyochana@example.org,2025-10-24,VIP
CUST0370,Gaurika Rattan,darpan33@example.net,2025-05-23,REGULAR
